title,link,head_title,head_name,inn,ogrn,reg_date,reg_cap,status,main_activity,main_activity_code,address 
"ооо ""воспоро""",/id/7465093,генеральный директор,новицкая жанна витальевна,9111011357,1159102016523,8 января 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"298329, республика крым, город керчь, шоссе героев сталинграда, дом 50, квартира 3"
"ооо ""пермский бар""",/id/11500543,генеральный директор,павлов петр николаевич,5903138626,1185958023130,10 июля 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"614000, пермский край, город пермь, улица газеты звезда, дом 33, этаж цокольный"
"ооо ""райз""",/id/7357332,директор,пешкова ирина рувимовна,3525329175,1143525013774,9 июля 2014 г.,10 000 руб.,,56.30 подача напитков,563000,"160024, вологодская область, город вологда, фрязиновская улица, 33, 60"
"ооо ""алые паруса""",/id/7446731,директор,скворцова анна алексеевна,3507311048,1153529000030,20 января 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"160010, вологодская область, вологодский район, деревня чашниково, дом 15а"
"ооо ""22.13""",/id/2352455,конкурсный управляющий,вострикова надежда александровна,7841429400,1107847221888,15 июля 2010 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"191186, город санкт-петербург, конюшенная площадь, 2 литер г, помещение 2н; 3н"
"ооо ""рок сообщество""",/id/11545571,директор,гайзетдинов тимур дарвинович,6671088741,1186658064230,29 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"620014, свердловская область, город екатеринбург, улица добролюбова, дом 3в"
"ооо ""хоуп""",/id/1094869,директор,дорожко анна викторовна,1001158218,1041000037924,18 октября 2004 г.,10 000 руб.,,56.30 подача напитков,563000,"185014, республика карелия, город петрозаводск, переулок попова (древлянка р-н), 5, 34"
"ооо ""юность-2""",/id/1178958,директор,дорош инна геннадьевна,2703038058,1062703063400,26 октября 2006 г.,10 000 руб.,,56.30 подача напитков,563000,"681000, хабаровский край, город комсомольск-на-амуре, краснофлотская улица, дом 19"
"ооо ""форвард""",/id/7568735,директор,орлов эдуард геннадьевич,7413019341,1147413000723,21 апреля 2014 г.,10 000 руб.,,56.30 подача напитков,563000,"456780, челябинская область, город озерск, проспект победы, 54, 39"
"общество с ограниченной ответственностью ""белая сова""",/id/7522892,директор,коренева екатерина владимировна,8608056883,1148608000420,25 августа 2014 г.,201 000 руб.,,56.30 подача напитков,563000,"628483, ханты-мансийский автономный округ - югра, город когалым, фестивальная улица, 31"
"ооо ""тера""",/id/11332575,директор,щуклина елена витальевна,1840077378,1181832003000,9 февраля 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"426011, республика удмуртская, город ижевск, улица 10 лет октября, дом 34 литер м, офис 2"
"ооо ""владпирос""",/id/3782383,директор,устинов дмитрий александрович,3329030050,1033303410381,16 мая 2003 г.,10 000 руб.,,56.30 подача напитков,563000,"600035, владимирская область, город владимир, улица куйбышева, дом 16, офис 403"
"ооо ""строительные материалы""",/id/2660917,директор,новоселов павел анатольевич,7453143948,1057424522352,28 марта 2005 г.,10 000 руб.,,56.30 подача напитков,563000,"454048, челябинская область, город челябинск, улица энгельса, 44 в"
"ооо ""гризли бар сургут аура""",/id/6796967,генеральный директор,вешкурцев игорь владимирович,8602195961,1128602023868,12 сентября 2012 г.,100 000 руб.,,56.30 подача напитков,563000,"628406, ханты-мансийский автономный округ - югра, город сургут, нефтеюганское шоссе, 1"
"ооо ""вкусно""",/id/10933556,генеральный директор,андрусевич екатерина васильевна,7704398447,1177746260207,16 марта 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"129337, город москва, федоскинская улица, дом 5, квартира 126"
"ооо ""лесная трапеза""",/id/11541434,директор,рогозина юлия олеговна,2703097374,1182724020445,24 августа 2018 г.,50 000 руб.,,56.30 подача напитков,563000,"681035, хабаровский край, город комсомольск-на-амуре, проспект ленина, дом 89 корпус 1, офис 2"
"ооо ""орбита""",/id/10798546,ликвидатор,попова ксения владимировна,5612165840,1165658079520,2 декабря 2016 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"460018, оренбургская область, город оренбург, улица плеханова, дом 2, помещение 9"
"ооо ""встреча""",/id/11540944,директор,гимадутдинова наталья григорьевна,7206058430,1187232021350,24 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"626275, тюменская область, вагайский район, поселок заречный, таежная улица, дом 4, квартира 3"
"ооо ""планета-96""",/id/11541309,генеральный директор,черепанов александр николаевич,4339011073,1184350010965,24 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"612260, кировская область, яранский район, город яранск, улица карла маркса, дом 152"
"ооо ""барвихабар""",/id/7229932,генеральный директор,диямандиди валерий валерьевич,2308210815,1142308007313,2 июня 2014 г.,10 000 руб.,,56.30 подача напитков,563000,"350063, краснодарский край, город краснодар, рашпилевская улица, 30-1"
"ооо ""группа компаний энкилайф""",/id/7251405,генеральный директор,иванов алексей владимирович,6950182053,1146952009973,8 мая 2014 г.,10 000 руб.,,56.30 подача напитков,563000,"170016, тверская область, город тверь, бурашевское шоссе, дом 62, помещение xlv"
"ооо ""диско""",/id/7472516,директор,городилов никита сергеевич,1838016603,1151838000170,29 января 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"452615, республика башкортостан, город октябрьский, трудовая улица, дом 1, офис 19"
"ооо ""нон""",/id/11535372,генеральный директор,ибрагимов амил нураддин оглы,1215225197,1181215004893,17 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"424031, республика марий эл, город йошкар-ола, красноармейская улица, дом 78в"
"зао ""барико""",/id/6785174,генеральный директор,бубин павел владимирович,7801588027,1127847601078,31 октября 2012 г.,500 000 руб.,,56.30 подача напитков,563000,"199004, город санкт-петербург, проспект средний в.о., 13 литера а, помещение 1-н"
"ооо ""эльподиум""",/id/7427904,генерадьный директор,росинская виктория александровна,6670430419,1146670030990,12 ноября 2014 г.,19 608 руб.,,56.30 подача напитков,563000,"620062, свердловская область, город екатеринбург, первомайская улица, 77, пом.5"
"ооо ""клуб""",/id/11504057,директор,большакова юлия александровна,4345482360,1184350009062,13 июля 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"610006, кировская область, город киров, улица лепсе, дом 4/4, помещение 1002"
"ооо ""вита""",/id/4201708,директор,арсентьев валерий васильевич,5236007101,1065248021167,27 июля 2006 г.,100 000 руб.,,56.30 подача напитков,563000,"606540, нижегородская область, чкаловский район, город чкаловск, улица белинского, 34а"
"ооо ""арт-профи""",/id/6172846,ликвидатор,куанышбаев роман исаевич,6452099934,1126450013667,14 августа 2012 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"410009, саратовская область, город саратов, проспект им 50 лет октября, остановка 1-я дачная"
"ооо ""монблан""",/id/7694496,директор,прокопова мария андреевна,4205310441,1154205009529,24 июня 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"650000, кемеровская область, город кемерово, ноградская улица, дом 5, помещение 115"
"ооо ""пробирка-бар групп""",/id/11536690,генеральный директор,шлякова юлия владиславовна,7842159612,1187847232913,21 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"191014, город санкт-петербург, солдатский переулок, дом 5 литер а, помещение 9-н"
"ооо ""ресто""",/id/3640264,директор,рогозина галина александровна,7446051421,1077446002897,24 мая 2007 г.,25 000 руб.,,56.30 подача напитков,563000,"455038, челябинская область, город магнитогорск, улица сталеваров, 18, 15"
"ооо ""система - л""",/id/2004497,директор,самойлова вера евгеньевна,7017259318,1107017006524,12 апреля 2010 г.,15 000 руб.,,56.30 подача напитков,563000,"634015, томская область, город томск, улица мичурина, 88/2"
"ооо ""гвг""",/id/7830069,генеральный директор,ерофеев сергей петрович,4013004602,1154001010426,21 августа 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"249240, калужская область, мещовский район, город мещовск, проспект революции, дом 27"
"ооо ""авангард""",/id/11534279,генеральный директор,мищенко марианна борисовна,5027267748,1185027017141,16 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"140015, московская область, город люберцы, инициативная улица, дом 13, квартира 708"
"ооо ""вагар""",/id/6860730,директор,киракосян гарник араратович,2312202503,1132312005022,25 апреля 2013 г.,10 000 руб.,,56.30 подача напитков,563000,"350059, краснодарский край, город краснодар, уральская улица, дом 75/1, офис 700"
"ооо ""кристалл""",/id/10263447,генеральный директор,аветисян александр аветикович,7743132659,5157746166750,16 декабря 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"125635, город москва, ангарская улица, дом 6, помещение iv комната 3"
"ооо ""вектор""",/id/11523024,генеральный директор,жарикова анастасия сергеевна,2457084074,1182468047178,7 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"663305, красноярский край, город норильск, комсомольская улица, дом 8, квартира 31"
"ооо ""корвет""",/id/11260329,генеральный директор,вилкова мария владимировна,1326250449,1171326008952,5 декабря 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"430010, республика мордовия, город саранск, московская улица, дом 62а, офис 210"
"ооо фирма ""рэгтайм""",/id/3988442,директор,бондаревич вероника анатольевна,6904009417,1026900588010,8 декабря 1992 г.,10 000 руб.,,56.30 подача напитков,563000,"170024, тверская область, город тверь, проспект ленина, 21"
"ооо ""игра""",/id/407723,директор,смирнягин александр николаевич,6634007825,1026601903360,18 декабря 2000 г.,10 000 руб.,,56.30 подача напитков,563000,"623950, свердловская область, город тавда, улица павлика морозова, 9"
"ооо ""вектор""",/id/1134035,директор,максимов намиг алиевич,3123127309,1053107152097,16 ноября 2005 г.,10 000 руб.,,56.30 подача напитков,563000,"309509, белгородская область, город старый оскол, бульвар дружбы, 6"
"ооо ""вис""",/id/1793186,директор,усатенко сергей викторович,6731056183,1066731106496,4 июля 2006 г.,10 000 руб.,,56.30 подача напитков,563000,"214016, смоленская область, город смоленск, улица шейна, 25"
"ооо ""аргентум""",/id/5896909,директор,кожевников николай кузьмич,6312111123,1116312008669,14 октября 2011 г.,12 500 руб.,,56.30 подача напитков,563000,"445560, самарская область, приволжский район, село приволжье, улица 50 лет октября, дом 1"
"ооо ""атлетико""",/id/1079229,директор,ловков владислав юрьевич,0276034977,1030204206603,28 февраля 1996 г.,515 000 руб.,,56.30 подача напитков,563000,"450001, республика башкортостан, город уфа, улица пархоменко, дом 155, офис 1"
"ооо ""натали""",/id/6173079,руководитель ликвидационной комиссии,пипкина наталья анатольевна,4003032953,1124025005598,22 августа 2012 г.,200 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"249007, калужская область, боровский район, деревня кривское, центральная улица, 31"
"ооо ""звезда бургерс""",/id/10865434,директор,пернаткин глеб геннадьевич,5256160549,1175275005366,30 января 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"603155, нижегородская область, город нижний новгород, улица максима горького, дом 262, офис 502"
"ооо ""мисо-сиро""",/id/4488423,генеральный директор,коновалов алексей евгеньевич,7842350633,1079847059731,30 января 2007 г.,510 000 руб.,,56.30 подача напитков,563000,"603155, город санкт-петербург, 8-я советская улица, 15/24 лит.а, пом.1н"
"ооо ""феко""",/id/5872584,директор,колкунов юрий александрович,6501241777,1116501006709,20 октября 2011 г.,10 000 руб.,,56.30 подача напитков,563000,"693010, сахалинская область, город южно-сахалинск, тихоокеанская улица, 16, 9"
"ооо ""стар-мик-дв""",/id/6054939,генеральный директор,мартыненко иван константинович,2511078018,1122511000787,11 марта 2012 г.,10 000 руб.,,56.30 подача напитков,563000,"692542, приморский край, город уссурийск, село борисовка, улица лазо, 2 в, 2"
"ооо ""прайд""",/id/6877219,директор,клещевников сергей николаевич,5903107385,1135903003290,5 июня 2013 г.,10 000 руб.,,56.30 подача напитков,563000,"614068, пермский край, город пермь, улица плеханова, 39"
"ооо ""клевер""",/id/7527221,директор,коротич степан сергеевич,9106003047,1149102113401,8 декабря 2014 г.,100 000 руб.,,56.30 подача напитков,563000,"296000, республика крым, город красноперекопск, таврическая улица, дом 15/13"
"ооо ""империал""",/id/10515314,директор,амангалиева галия ерсаиновна,6443022220,1166451066100,10 июня 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"413061, саратовская область, марксовский район, село павловка, улица революции, дом 9"
"ооо ""пиплс групп""",/id/10923618,директор,любивый олег вадимович,3666217234,1173668013562,10 марта 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"394036, воронежская область, город воронеж, улица помяловского, дом 40 помещение 1/1, офис 1"
"ооо ""фешн групп""",/id/11253669,генеральный директор,середин павел сергеевич,7840073060,1177847385341,29 ноября 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"191011, город санкт-петербург, набережная канала грибоедова, дом 26 литер а, помещение 22-н"
"ооо""альфа-в""",/id/849289,генеральный директор,вовк виктор николаевич,7809002438,1027810286680,15 ноября 1991 г.,10 000 руб.,,56.30 подача напитков,563000,"199178, город санкт-петербург, проспект средний в.о., дом 49 литера а, помещение 3н"
"ооо ""арт холл""",/id/2731311,директор,кулик андрей васильевич,1001131294,1031000000437,3 мая 2001 г.,,,56.30 подача напитков,563000,"185026, республика карелия, город петрозаводск, улица ровио (кукковка р-н), 15"
"ооо ""лекс""",/id/2718288,генеральный директор,садретдинов рафат махиянович,0265031847,1080265000463,24 марта 2008 г.,10 000 руб.,,56.30 подача напитков,563000,"452614, республика башкортостан, город октябрьский, проезд островского, 9-2"
"ооо ""настроение""",/id/6718981,директор,рытченков алексей сергеевич,7415080038,1137415001195,25 марта 2013 г.,100 000 руб.,,56.30 подача напитков,563000,"456441, челябинская область, город чебаркуль, советская улица, 82а"
"ооо ""пинта""",/id/7814489,директор,багдасаров эдуард валерьевич,1001300062,1151001010346,20 августа 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"185026, республика карелия, город петрозаводск, улица ровио (кукковка р-н), дом 18"
"ооо ""тренд""",/id/10347214,директор,ратников владимир николаевич,1001307710,1161001051397,11 февраля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"185026, республика карелия, город петрозаводск, улица ровио (кукковка р-н), дом 38, помещение 1"
"ооо ""фаворит""",/id/11494551,директор,мартынков дмитрий олегович,7536171875,1187536003291,5 июля 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"672040, забайкальский край, город чита, улица онискевича, дом 34а, квартира 1"
"ооо ""фабрика""",/id/11520067,директор,борисенко денис сергеевич,6154152950,1186196032296,31 июля 2018 г.,12 000 руб.,,56.30 подача напитков,563000,"347900, ростовская область, город таганрог, александровская улица, дом 85-2, помещение 2"
"ооо ""миндаль""",/id/11525036,директор,шульга юрий александрович,2452046413,1182468047310,8 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"662971, красноярский край, город железногорск, школьная улица, здание 42, помещение 55"
"ооо ""бизнес-решения""",/id/1210486,директор,лукинчук татьяна ивановна,6025021363,1026000899902,24 октября 2002 г.,15 000 руб.,,56.30 подача напитков,563000,"182113, псковская область, город великие луки, проспект ленина, 34"
"ооо ""аид""",/id/10182498,директор,гришкевич иван александрович,1001301789,1151001012580,14 октября 2015 г.,10 000 руб.,,56.30 подача напитков,563000,"185035, республика карелия, город петрозаводск, проспект ленина (центр р-н), дом 37, помещение 10"
"ооо ""игра""",/id/3241444,генеральный директор,батурин вячеслав вячеславович,6325050478,1096325000331,4 февраля 2009 г.,10 000 руб.,,56.30 подача напитков,563000,"446001, самарская область, город сызрань, переулок достоевского, 21"
"ооо ""т-твистер""",/id/5640178,генеральный директор,казаковцев вячеслав владимирович,4345301567,1114345008381,13 апреля 2011 г.,10 000 руб.,,56.30 подача напитков,563000,"610020, кировская область, город киров, улица мопра, 80, 20"
"ооо ""городское кафе""",/id/7897583,генеральный директор,полухин максим леонидович,6670356726,1156658081580,29 октября 2015 г.,12 000 руб.,,56.30 подача напитков,563000,"620075, свердловская область, город екатеринбург, улица бажова, дом 51, квартира 47"
"ооо ""бар лб""",/id/10425388,генеральный директор,перфильев андрей сергеевич,4707038768,1164704054822,6 апреля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"188480, ленинградская область, кингисеппский район, город кингисепп, профилакторная улица, дом 2"
"ооо ""мозаик""",/id/10820192,генеральный директор,калинин леонид васильевич,7842123430,1167847472693,9 декабря 2016 г.,50 000 руб.,,56.30 подача напитков,563000,"191186, город санкт-петербург, конюшенная площадь, дом 2 литер в, помещение 2н"
"ооо ""ноль пять""",/id/11280644,директор,сидоров антон александрович,7524188056,1177536007373,20 декабря 2017 г.,50 000 руб.,,56.30 подача напитков,563000,"672512, забайкальский край, читинский район, село смоленка, лесная улица, дом 8, квартира 3"
"ооо ""бсп""",/id/11321033,директор,катун василий иванович,6027186610,1186027000895,1 февраля 2018 г.,12 000 руб.,,56.30 подача напитков,563000,"180025, псковская область, город псков, улица рокоссовского, дом 38а, этаж 2"
"ооо ""велком""",/id/11528786,генеральный директор,гусейнов джавад сахиб оглы,5321196273,1185321004725,6 августа 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"173025, новгородская область, город великий новгород, большая санкт-петербургская улица, дом 120 корпус 5"
"ооо ""хорошее дело""",/id/10209063,ликвидатор,малышев дмитрий валерьевич,5321179006,1155321008590,10 ноября 2015 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"173024, новгородская область, город великий новгород, проспект александра корсунова, дом 57, квартира 123"
"ооо""первый""",/id/11033705,генеральный директор,кириллова анжелика владимировна,1841071643,1171832013242,30 мая 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"426027, республика удмуртская, город ижевск, улица им котовского, дом 64"
"ооо ""продпромснаб""",/id/1820261,инн,4402006088,4402006088,1024401235022,6 декабря 2002 г.,10 000 руб.,,56.30 подача напитков,563000,"157003, костромская область, буйский район, город буй, улица пролетариата, 23"
"ооо ""бар 82""",/id/11469644,генеральный директор,лебедев андрей сергеевич,1655403644,1181690050156,14 июня 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"420107, республика татарстан, город казань, петербургская улица, дом 64, помещение 1019, офис 1"
"ооо ""максим""",/id/5499407,ликвидатор,фирулев дмитрий георгиевич,7840444389,1109847048849,31 декабря 2010 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"191011, город санкт-петербург, садовая улица, 12 литера аi, помещение 43-н"
"ооо ""рестосервис""",/id/5692251,директор,жигжитова светлана жаргаловна,0323357270,1110327007713,22 июня 2011 г.,60 000 руб.,,56.30 подача напитков,563000,"670024, республика бурятия, город улан-удэ, улица клыпина, 18, 81"
"ооо ""макс фарм""",/id/11376224,генеральный директор,кукушкин максим андреевич,7733326422,1187746294812,19 марта 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"125476, город москва, улица василия петушкова, дом 17, квартира 190"
"ооо ""тукан айриш паб""",/id/11435074,генеральный директор,ракульцева кристина леонидовна,5407970330,1185476036855,10 мая 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"630099, новосибирская область, город новосибирск, улица урицкого, дом 15, квартира 32"
"ооо ""максим""",/id/11471378,генеральный директор,веселов игорь владимирович,7802668677,1187847168233,13 июня 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"194100, город санкт-петербург, кантемировская улица, дом 31 литера е, помещение 7-н"
"ооо ""альянс""",/id/10864655,директор,карпова анастасия анатольевна,3811442291,1173850000499,11 января 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"664022, иркутская область, город иркутск, улица седова, дом 14/1"
"""ооо ""фонарь""",/id/3242426,директор,шкуро александр александрович,4909089645,1064910028270,7 апреля 2006 г.,50 000 руб.,,56.30 подача напитков,563000,"685000, магаданская область, город магадан, улица дзержинского, 28"
"ооо ""виконт""",/id/1044587,директор,бакалина татьяна сергеевна,5609060767,1065658005720,7 ноября 2006 г.,110 000 руб.,,56.30 подача напитков,563000,"460000, оренбургская область, город оренбург, краснознаменная улица, 28"
"ооо ""троя""",/id/5872169,директор,бабкин роман юрьевич,3666174492,1113668043280,18 октября 2011 г.,10 000 руб.,,56.30 подача напитков,563000,"394043, воронежская область, город воронеж, купянский переулок, 7, офис 14"
"ооо ""гама-нефть""",/id/6617952,директор,олесик алексей сергеевич,6234111074,1126234014092,18 декабря 2012 г.,10 000 руб.,,56.30 подача напитков,563000,"390000, рязанская область, город рязань, улица чапаева, 64"
"ооо ""гурмания""",/id/6887687,директор,шумилова ирина валериевна,3528202547,1133528005841,28 мая 2013 г.,10 000 руб.,,56.30 подача напитков,563000,"162601, вологодская область, город череповец, улица командарма белова, 3, 41"
"ооо ""коттон клуб""",/id/7700502,генеральный директор,великий николай петрович,9102172943,1159102065088,26 февраля 2015 г.,50 000 руб.,,56.30 подача напитков,563000,"295018, республика крым, город симферополь, мелитопольская улица, дом 103"
"ооо ""сакура""",/id/11480289,генеральный директор,клиновская любовь николаевна,7536171681,1187536003005,22 июня 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"672014, забайкальский край, город чита, малая улица, дом 11, квартира 54"
"ооо ""едаплюс""",/id/11514745,генеральный директор,стенин александр иванович,6229090735,1186234011083,26 июля 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"390039, рязанская область, город рязань, интернациональная улица, дом 23 корпус 1, помещение н2"
"ооо ""а-сервис""",/id/407399,директор,ананьев валерий владимирович,5907019644,1025901514980,29 января 2001 г.,,,56.30 подача напитков,563000,"614112, пермский край, город пермь, улица луговского, 132 а, 118"
"ооо ""перекресток""",/id/2495326,директор,филатова елена валерьевна,3524011421,1063536009360,10 апреля 2006 г.,10 000 руб.,,56.30 подача напитков,563000,"162560, вологодская область, шекснинский район, рабочий поселок шексна, советская улица, 3"
"ооо ""меган""",/id/522742,директор,баяндина елена геннадьевна,2536186752,1072536006014,25 апреля 2007 г.,20 000 руб.,,56.30 подача напитков,563000,"690037, приморский край, город владивосток, улица адмирала юмашева, 22в"
"ооо ""бар-класс""",/id/7220123,директор,цыганов константин геннадьевич,8601051389,1148601000173,30 января 2014 г.,10 000 руб.,,56.30 подача напитков,563000,"628012, ханты-мансийский автономный округ - югра, город ханты-мансийск, радужная улица, 3-2"
"пк ""дискус""",/id/7465176,председатель,кефели татьяна андреевна,9108103375,1159102017360,14 ноября 1994 г.,10 000 руб.,,56.30 подача напитков,563000,"298109, республика крым, город феодосия, русская улица, дом 11а"
"ооо ""альянсгрупп""",/id/10502728,директор,халтаев владислав витальевич,0326546571,1160327057736,2 июня 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"670000, республика бурятия, город улан-удэ, улица жердева, дом 2б строение 1, этаж 1"
"ооо ""блэкбери""",/id/10543627,директор,караулов михаил михайлович,7203388790,1167232073800,5 июля 2016 г.,10 000 руб.,,56.30 подача напитков,563000,"625007, тюменская область, город тюмень, улица мельникайте, дом 127а корпус 1, квартира 18"
"ооо ""черчиль""",/id/1993326,ликвидатор,крутова татьяна николаевна,2310099716,1052305685123,23 января 2005 г.,12 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"350015, краснодарский край, город краснодар, северная улица, дом 319, помещение 4"
"ооо ""кристалл""",/id/10984453,директор,черкасов владимир викторович,6679107058,1176658041108,21 апреля 2017 г.,10 000 руб.,,56.30 подача напитков,563000,"620085, свердловская область, город екатеринбург, улица патриса лумумбы, дом 25, офис 309"
"ооо ""амстердам""",/id/175103,конкурсный управляющий,сердюкова наталья викторовна,3444171878,1093444005434,2 октября 2009 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"400027, волгоградская область, город волгоград, керамическая улица, дом 49"
"ооо ""реал""",/id/8578648,директор,файзиев григорий илалытинович,2225154243,1142225015921,27 ноября 2014 г.,10 000 руб.,,56.30 подача напитков,563000,"656049, алтайский край, город барнаул, площадь им в.н.баварина, 2, офис 900"
"ооо ""озон""",/id/10500474,руководитель ликвидационной комиссии,перевалов марк андреевич,6671044751,1169658063850,2 июня 2016 г.,10 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"620014, свердловская область, город екатеринбург, улица 8 марта, дом 43-а"
"ооо ""гермес""",/id/1714755,генеральный директор,юшко татьяна эдуардовна,6154100535,1066154028005,4 апреля 2006 г.,10 000 руб.,,56.30 подача напитков,563000,"347902, ростовская область, город таганрог, улица свободы, /тр. резервов 25/9"
"ооо ""капибара""",/id/11513692,директор,долгополов михаил владимирович,2540236276,1182536025650,24 июля 2018 г.,20 000 руб.,,56.30 подача напитков,563000,"690003, приморский край, город владивосток, улица арсеньева, дом 9/13, квартира 43"
"ооо ""сити бар""",/id/11515224,директор,аузбаева ольга владимировна,1639059095,1181690061057,26 июля 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"423800, республика татарстан, тукаевский район, село большая шильна, улица надежды, дом 34"
"пк ""атлант""",/id/3155932,председатель,садовникова зинаида алексеевна,5110300038,1025100711217,27 февраля 1997 г.,,,56.30 подача напитков,563000,"184606, мурманская область, город североморск, комсомольская улица, 1"
"ооо ""звезда""",/id/1526107,директор,сибгатуллин гулус габделбарович,5911060490,1095911002406,12 октября 2009 г.,10 000 руб.,,56.30 подача напитков,563000,"618419, пермский край, город березники, улица черепанова, 22, 8"
"ооо ""лайв-проджект""",/id/7072091,генеральный директор,поликашин вадим сергеевич,5027207107,1135027015640,9 декабря 2013 г.,20 000 руб.,,56.30 подача напитков,563000,"140002, московская область, город люберцы, поселок калинина, 45, кабинет 1"
"ооо ""евроторг""",/id/5934188,генеральный директор,долотёнков алексей валерьевич,7702772459,1117746800390,10 октября 2011 г.,11 000 руб.,,56.30 подача напитков,563000,"129272, город москва, трифоновская улица, 61 стр.3, офис 3"
"ооо ""грин хаус""",/id/7059603,ликвидатор,беляев константин владимирович,4345374815,1134345029532,20 декабря 2013 г.,100 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"610004, кировская область, город киров, заводская улица, 51"
"ооо ""аркобалено""",/id/1874340,директор,красилова алена сергеевна,7452048642,1067452020635,24 мая 2006 г.,10 000 руб.,,56.30 подача напитков,563000,"454091, челябинская область, город челябинск, проспект ленина, 17"
"ооо ""котлострой - групп""",/id/2137804,директор,данилюк алексей валерьевич,6449051241,1086449004773,16 декабря 2008 г.,10 000 руб.,,56.30 подача напитков,563000,"413118, саратовская область, город энгельс, путейская улица, дом 2а"
"ооо ""фортуна""",/id/10625068,директор,ищук егор олегович,2724215300,1162724079275,12 сентября 2016 г.,50 000 руб.,,56.30 подача напитков,563000,"680000, хабаровский край, город хабаровск, улица карла маркса, дом 72а, офис 3"
"ооо ""ммм""",/id/11510479,директор,павлов максим александрович,1435334184,1181447010062,20 июля 2018 г.,10 000 руб.,,56.30 подача напитков,563000,"677009, республика саха /якутия/, город якутск, улица жорницкого, дом 7 корпус 33, квартира 38"
"ооо ""потенциал""",/id/2920704,генеральный директор,иванов сергей станиславович,5003048105,1045000903749,12 апреля 2004 г.,1 200 000 руб.,,56.30 подача напитков,563000,"142700, московская область, ленинский район, город видное, садовая улица, 12а"
"ооо ""ангелы""",/id/6053129,конкурсный управляющий,сибгатов динар рауфович,7838474330,1127847230125,20 апреля 2012 г.,15 000 руб.,организация в процессе ликвидации,56.30 подача напитков,563000,"190000, город санкт-петербург, большая морская улица, 39 лит. ""б"""
"ооо ""классик""",/id/816196,генеральный директор,зенков владимир васильевич,1433014534,1021400967323,6 октября 1997 г.,10 000 руб.,,56.30 подача напитков,563000,"678174, республика саха /якутия/, мирнинский улус, город мирный, ленинградский проспект, дом 28"
"ооо ""техпромсервис""",/id/1000581,директор,клюкин константин юрьевич,7202120889,1037200651400,14 ноября 2003 г.,100 000 руб.,,56.30 подача напитков,563000,"625016, тюменская область, город тюмень, улица александра логунова, 11/2"
"ооо ""луна плюс""",/id/6971656,директор,ганина елизавета борисовна,2221206677,1132225012721,30 июля 2013 г.,10 000 руб.,,56.30 подача напитков,563000,"630041, новосибирская область, город новосибирск, станционная улица, дом 38, офис 315"
